metric,label_value_pair
container_network_receive_packets_total,pod=ts-inside-payment-service-5d897577cc-4zn5m
container_network_receive_packets_total,pod=ts-inside-payment-service-5d897577cc-v7hqm
container_network_receive_packets_total,pod=ts-news-service-867fc4cb4f-xd62r
container_network_receive_packets_total,pod=ts-news-service-867fc4cb4f-zlnt6
container_network_receive_packets_total,pod=ts-notification-service-54b94867b9-ddfvc
container_network_receive_packets_total,pod=ts-notification-service-54b94867b9-k4qbq
container_network_receive_packets_total,pod=ts-order-other-service-599787b58b-48p9p
container_network_receive_packets_total,pod=ts-order-other-service-599787b58b-k9lr8
container_network_receive_packets_total,pod=ts-order-service-5cffbb94fd-9k6vs
container_network_receive_packets_total,pod=ts-order-service-5cffbb94fd-tqpsq
container_network_receive_packets_total,pod=ts-payment-service-bcd86c6d7-h2kfz
container_network_receive_packets_total,pod=ts-payment-service-bcd86c6d7-lrq7v
container_network_receive_packets_total,pod=ts-preserve-other-service-b89f79469-6t9bs
container_network_receive_packets_total,pod=ts-preserve-other-service-b89f79469-t7n9k
container_network_receive_packets_total,pod=ts-preserve-service-f67995894-27flb
container_network_receive_packets_total,pod=ts-preserve-service-f67995894-gc5qw
container_network_receive_packets_total,pod=ts-price-service-7c9648f9dc-jr7g6
container_network_receive_packets_total,pod=ts-price-service-7c9648f9dc-t8wk4
container_network_receive_packets_total,pod=ts-rebook-service-9b757b65-cjsrz
container_network_receive_packets_total,pod=ts-rebook-service-9b757b65-wncfw
container_network_receive_packets_total,pod=ts-route-plan-service-55ffcdf865-hbkmh
container_network_receive_packets_total,pod=ts-route-plan-service-55ffcdf865-tpc98
container_network_receive_packets_total,pod=ts-route-service-54d744ccc9-2t4gh
container_network_receive_packets_total,pod=ts-route-service-54d744ccc9-6nwqm
container_network_receive_packets_total,pod=ts-seat-service-5b97bc9fb5-fj26r
container_network_receive_packets_total,pod=ts-seat-service-5b97bc9fb5-jxr6j
container_network_receive_packets_total,pod=ts-security-service-6cfbd5679-h46xv
container_network_receive_packets_total,pod=ts-security-service-6cfbd5679-w44vz
container_network_receive_packets_total,pod=ts-station-food-service-b974d49f7-9kh6g
container_network_receive_packets_total,pod=ts-station-food-service-b974d49f7-m82zg
container_network_receive_packets_total,pod=ts-station-service-69dd95ff9d-92mnb
container_network_receive_packets_total,pod=ts-station-service-69dd95ff9d-rnzmz
container_network_receive_packets_total,pod=ts-ticket-office-service-5ccb5477cf-4gmjc
container_network_receive_packets_total,pod=ts-ticket-office-service-5ccb5477cf-gqpcg
container_network_receive_packets_total,pod=ts-train-food-service-6cc445bdd5-cgng6
container_network_receive_packets_total,pod=ts-train-food-service-6cc445bdd5-h4zbm
container_network_receive_packets_total,pod=ts-train-service-c8696bf95-bv5t9
container_network_receive_packets_total,pod=ts-train-service-c8696bf95-mg4kb
container_network_receive_packets_total,pod=ts-travel-plan-service-6b59d578db-mxmgq
container_network_receive_packets_total,pod=ts-travel-plan-service-6b59d578db-n7qck
container_network_receive_packets_total,pod=ts-travel-service-c598b7879-6mllj
container_network_receive_packets_total,pod=ts-travel-service-c598b7879-bb7s2
container_network_receive_packets_total,pod=ts-travel2-service-7ccf6c966f-228fh
container_network_receive_packets_total,pod=ts-travel2-service-7ccf6c966f-h5mmq
container_network_receive_packets_total,pod=ts-ui-dashboard-546ff59599-6dpsx
container_network_receive_packets_total,pod=ts-user-service-5fc7759cf4-b8hlk
container_network_receive_packets_total,pod=ts-user-service-5fc7759cf4-kgg9s
container_network_receive_packets_total,pod=ts-verification-code-service-6445455b6c-9mnnz
container_network_receive_packets_total,pod=ts-verification-code-service-6445455b6c-l7vxt
container_network_receive_packets_total,pod=ts-voucher-service-66786949b4-8l97n
container_network_receive_packets_total,pod=ts-voucher-service-66786949b4-gldl5
container_network_receive_packets_total,pod=ts-wait-order-service-d96db497b-896kd
container_network_receive_packets_total,pod=ts-wait-order-service-d96db497b-f9lhl
container_network_receive_packets_total,pod=tsdb-mysql-0
container_network_receive_packets_total,pod=tsdb-mysql-1
container_network_receive_packets_total,pod=tsdb-mysql-2
container_network_receive_packets_total,service=prometheus-kube-prometheus-kubelet
container_network_transmit_bytes_total,container=POD
container_network_transmit_bytes_total,endpoint=https-metrics
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod00e786ce_ae90_44bd_bb3d_71f4b08600ff.slice/docker-534efa6340460b4ad177a09121f6819705e1ada9dfee2f0be1bf561c23a58919.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0ab3eb9a_9c26_4bbd_bee0_25d458f038cc.slice/docker-01ebaf18a70ef4faa0fa5abbb9d5d28927e8c5d490671fcf280846cae3818be1.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod210fbd88_a03d_4c0d_b79b_99b4c79079b2.slice/docker-47945d105d91b01d44e208ddf33b96a4b34c42b09cb5176f9e60ab4633edab99.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod2b23fa95_f00f_4ba6_9dac_89a701e10174.slice/docker-d1fe3c642146270636e3d4c16cb0ec82d9dc1a3cd67149369c89cc45b6a51f1e.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod2deca9a5_3893_4874_8125_8f23708ee28f.slice/docker-47ecaca7213f2dcdce9f9ff18c9c01a9f0e17871c1636eb6c2cd1bfc09e9bf52.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod328e61f6_5781_4a40_a0eb_b7b9768503ea.slice/docker-2f2afd892ae5fdac35be8d8e6e01d63eaf34a114df2a4bb448481ee6745663d6.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod3732a494_0501_4eb8_8da6_2a8043f3dbf2.slice/docker-6f3b6142800e0eea4cbda60e6b0c068ae78603d9ccc0c92c462788e6c46a5153.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod3ae5d1d5_53bd_4960_a61d_24d87057bef9.slice/docker-2ccfd1165adf2a6440b367334332a5d0fa40c5f6342568c95b5e900e3b51b1fb.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod54fb3cda_7d3a_4e8d_bf7e_d889afccce0d.slice/docker-dc80bec4151471a016691028fc83c9410cae14d16156bd8948da773ddc770e38.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod5584da6c_9689_48c5_b9cb_5fac9df0bec7.slice/docker-309bdf678d8a1f6d69aba41db1477bf5b47d8739a5301a715abe2786ed1d1c10.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod5697aae2_7816_458b_b79f_2c5b9acda3d4.slice/docker-f2b0e69bed2557f2f92ecc1f2dcc2bedbfcf039cd13fb4389445d65ce340c0a7.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod60589e72_dab1_44ab_9c49_7d8c2e9b13cc.slice/docker-e8a45e334cec0789eac995058018a8fa8ca65041f6c76014367b1561d9d5ccea.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod75e9046f_6f2f_4839_8a81_299f9e50ee8b.slice/docker-0fd48e267ebf8e1e70f5a5fb7ae4d0364e8653b9aed60fa3dbcf68bb8f96ad72.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod795c3f37_7577_4a8c_a8ac_60a999b67ae3.slice/docker-d8da15229325b2c910db2013e25925c2ccf34c23930073ed12486d8ed41c9a0b.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod7c6e5d7b_0046_4b5a_8df3_8da9251eeb3a.slice/docker-4ce15436f5eca7c0198e3232ddf8d27742285baeb31d75e4e380343cc4fec7d3.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod7fb0e24d_bdc1_4286_bbe8_30398eb90f3a.slice/docker-79b964b0f1350cd6ff692bdbf24f09330406bec64ead9a5fef687d055b553942.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod82e09190_cde5_487e_81e3_9389d691ad7a.slice/docker-63ffa25e424d9edaf3dfcc25db68ca51f93f45fb194bb234f7d82a2a56057fe7.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod867e259b_4e5e_4acb_b028_5d67d65f6918.slice/docker-b7a1e7f32b8bcab930e39758828195cba3bcd935349eeaa13853cce361717a99.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod9fdc3c63_7dc2_41bc_b455_c06dac3b57dd.slice/docker-961f0f32335c024292478a6f3ed25260ed46414f6c844106c978a5f2b61092bc.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podafc4137a_a036_4937_b736_27f10ecebbcb.slice/docker-967ca53c0bedcc47358464fa3ab0bfb85a71b676c40b08875419e0f08da8d0c8.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podc91bde3c_5630_4c07_ad7e_8e447049659d.slice/docker-013ad6d2c4d5d6c36cc4f40a8e7da5d8e7fd174e25c8f3fb9b4178e60379a1cf.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podc922b0ac_df72_4084_b772_93390efc07bd.slice/docker-884deef9cccb6c9002fb97453665b2994b072ef76f6328ee496155f7d418fe96.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podcc4ce3ba_6c15_4c4b_aa32_25b6bd7ae8ec.slice/docker-385a320d9e8ce25c6a1d705a78a828d2af820cd9a94fa35c3055cf3318e5cee4.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podcdf452e4_de7a_44d4_9bbb_3fa3d5f320a4.slice/docker-cbae07a16954600582a08133becbf3a70a3618867c51c9142031a3650710a37f.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-poddcc99a89_cb4e_4b83_9c80_7a64d13bc0cb.slice/docker-456397b2ec52b2048323d8c55c9ff9341b4e0b7667f6f5b741ccc4021934160f.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pode4b8e3b5_ef2e_4634_8245_1f6e0889112b.slice/docker-ff3001ec34bd3ff38fd55a7f028fc5b48e5edf42af8fb33dcad0cdf2b7ad9a1b.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pode5520919_acb4_4fed_912b_7af55d2d190f.slice/docker-0bc492857454962d586ca1e7515101ca4fa02bf01d5dcf8976c37a3ec73f0955.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pode86792c8_b8d0_4baf_808f_3bcf15ac7e2e.slice/docker-60ea87b6a24be12e728b7de547a73c11ee636662febc65672a0c749a28ead28f.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podf39fb8c2_6f7a_446f_ac4c_b3cc72d2b6a6.slice/docker-f52dae3b91a88e10aa1513572dd5aa2aeb2df3edcf77ca14c953c4a817d7e06a.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podf72bd37c_fa76_4570_a8d9_cbca0d0e9b65.slice/docker-ae52d2ac0db9cdd9c04bb513b5b0784e5f5a63851610bbf4c02cf31b494088cc.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-podff330cb0_d28d_40fb_9f00_daf2d2bd24a5.slice/docker-3bf8d3d9f83e8ac91416264717fa2b228421aa7600165ea7ce4324b3e243a950.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod000c6749_6d5f_4abd_8a48_2a9fb268cdde.slice/docker-c33618c6b7657bbabd52c3315e35d89ad8dcf3d66c6641b372672a4534a49490.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod03b512c0_0e7c_4609_88e0_9a35daff0dd0.slice/docker-6d339f7eb45e1c97315047ea806ca3a19eb9a1ae9c175af266afdd2c889802ec.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod0897a890_e873_4579_b29b_456801fc8058.slice/docker-3d8bd6fb39bca534799ca58b87764316bea3b82445500f83a55a35335bf3e54a.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod0928e7e9_c970_4c46_8faf_0272d7aa2e0d.slice/docker-6dcc4693213ee029090135a2697ee5c7861bffbd4856b613c93ccdb51196dd22.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod0bbb9a52_454d_4c23_8dbb_779805f96c94.slice/docker-1e25f7957738c64e080c07b70b741774f91dc2daee350df22c7466577313f671.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod0bf792a6_1841_4033_a24a_519786948999.slice/docker-d5093f3fd813a522cbe862c407b482bfcc91cb779a7a5a6a19652b7d74f8f8a4.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod0f0117eb_8d47_4ff4_b24b_3fe5990a6650.slice/docker-8e84cfa324bc78e7d1c02c56cf4e9b68fce78799c1a47902f9d432ae707f0d60.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod138ed32b_6c9f_40fc_a889_48e9fb0be726.slice/docker-848d45d28e9a7774f8ab17e7be2907fbb500da7a33ed136ef6bf64c319c676e7.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod14d8c5c5_8702_454a_b35b_08ca0111dd91.slice/docker-abde4f6c989f85d5ad0c74cfb1a7e9b5dcb44ec1bc5c495e8e0344c34260e3fb.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod150d1460_f4e9_4297_b7df_164031b4c7e2.slice/docker-a105ff7114148e7a72a6d81c366a35bbe236d1ebd596ab4dbbd61255d4373a55.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod18517873_051a_431a_93af_1207d59e3bf1.slice/docker-5566fc4122277f0b90f568543185b25303e35eeeb7bf4f86da4efbc82335d7f7.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod18e44094_6897_4887_b586_9168738572b9.slice/docker-2553fda53430c679666fe794d65e089a8e09af4af97ae15f24bc1c1c1ba16bec.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod1aa2a8ee_a845_4f2e_8e12_39c5411926f4.slice/docker-3b1a4f9fe7e729d4d231cd1b4b48acc7d0c14cb0efd0eeff93ffe962aa59a349.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod1b197cd1_1ce5_4314_9dd8_6df7059d1c18.slice/docker-1651d633e567a547898cb81cd82b83ba476a8c47449470f1bf301e0ed6cfe954.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod1d373da0_1c58_4145_886d_e53060c5f8f5.slice/docker-cde8b2f71e2859f1325b0d2a65ac5b74b69a4b8957d1b7cc38d1bec3a9591f49.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod1ddb8fbb_a67a_4ea4_ae78_356aa8d1cde6.slice/docker-13de5e1caaaac8b173f5084e6f438d322e79e0ed4842e82214c75912f70f06b4.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod1e5684e7_9a16_4cb4_a6b7_1f657924c994.slice/docker-df98c3618c2f47621182e7a9fc7b22d6585cea7f384d56c3eb608dce1b46353c.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod1e7e10e1_19bf_4018_8f9b_248effeaf5da.slice/docker-b69f273c60b1f15aedc386b188a240a2ee7562873bf90bad2b26b5ba746fe89e.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod20ae9a3f_61bd_4318_af0e_6a65e31d1342.slice/docker-e1af0c153f25ea89d6802c5102ff898d51ee8edbe90137d7e4c6a77f74059d84.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod2565b644_d897_4a35_a9c9_ebe4e59ea5f3.slice/docker-71305e9a11184b56407eced6860db8ae34afb6ca36851a1dc6592b37a618afd0.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod25f7948a_1c5b_4da6_88eb_4bf2cf54e62f.slice/docker-ee9ba08cbc303ed7024909b038581e63e5da7113fe6d19da9c9b6014558c9709.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod279d262a_af55_4d68_848e_22e2c0284ce2.slice/docker-6873478aca5bcdfa381aef0e3d159ed30feaac09ff26c1b1fb842ded0ea10516.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod2bc59deb_14a0_4305_a85c_dfdda9d8c3ad.slice/docker-61b8919a49bae5a002788be62ff38799f0e13ce5e147c9102ee0d0c31e9e4e30.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod2d6258a9_a0ec_4315_8fb2_da9e0d64ada8.slice/docker-36e3b0d0f4ef065db1663997cc71413833bfb09b9e7a747626d32df9f7cd1f1d.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod2ed60b10_9e59_428a_b13a_db2842cd8634.slice/docker-b53f91d7c4424d6a282931080766bb5f5b7c42834e48cae2f908c493acee2819.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod2f32c01c_6ec0_4481_9cbe_73a45262bb86.slice/docker-a62dead2b25eb4862dd3835e8f7473d5a3beaf9e0d43642da8434e2281f6fd46.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod2fa58c93_88c6_4597_aefb_cb69c5b4bb8d.slice/docker-b5588e63257841779a67113582109c016138a4db0477bda3e6897473e5c6b188.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod34f11dc8_3972_4d06_9630_e93fb7549a24.slice/docker-1e95dc1d4a06409cac6bf709bf7019363865fb77cff2de1b944622a58e78141a.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod37628017_a719_4ec8_8113_e36645fb9651.slice/docker-a733247f0c99b5cf624d7bddfbd2ad43761d56aaf2f682ec0551a30a255e77fc.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod3b54e194_bcb7_44d1_82a5_35f820922cea.slice/docker-493ab6422b6bbb999f77bda92ff7ef0a80c468c772733fc15fa162c0b62046eb.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod3e5b5eb8_0768_45ca_8f3e_48df18bb5702.slice/docker-478b9d615753f2769bc50feb69eab3c2547a72b9e8784606dbf30a3758480170.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod3ea9c8e9_906c_488c_a956_6c5b5156a1de.slice/docker-bd619253953df3709b314e55ce3288bf233827c0429ba46dca4c0b9de0c36ade.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod417ea4bc_7774_43c8_8141_8b8f09a752c9.slice/docker-01bacee351c3c7672accf75df4482f8f6de1c15543de0adb525a3a254d7ecab1.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod42f7c121_96af_4b3e_80b8_30bbe7608cc8.slice/docker-4181c5907355d62967cf2615a4149da1cc3e9fb4836727c30940a991f53f8602.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod43be04ad_ca9b_4f21_849d_8db510bcd5b3.slice/docker-feffc33c7f751ebeac842d3bdf7300115128f44a21b057e1908046400c32ef18.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod471674ba_a87b_44a5_8437_564cb015d0d6.slice/docker-cc9f60008e542fe738f23c2ead8d3c0a22fb2946f76b52b8733dd847e5537c59.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod49a3bd85_a1b3_4b97_8369_d5054405d6f2.slice/docker-6b63869b961329140e1dd2fd7915976762d2bb76bae269f2aca4427ad99c2c03.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod4abb6e37_7cac_48e8_a184_a6fec285b684.slice/docker-e5c97908a07e0d19d41809d34bd3e54832cac26167f4fa18c4ecece00e4fba14.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod53471443_20af_4be4_aae9_acc55680c22a.slice/docker-a682870e50468c92eb89a9acea228261f1b5e7d4ef294930d3ec3720dde1a380.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod5466573b_2b9d_42af_a669_258788642ebb.slice/docker-540566297c67cea756d9b5bc5f7fd89092c6dda17ed56643e50e5e71fbb22967.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod58784170_cf44_481e_af33_3ebda70874bf.slice/docker-1ca21e6ea3804101fce136415459c5a919b2b4b5a99632a97cd77e2f793cefb1.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod5fe600bc_4b44_4cc6_83f4_e4c5b4fad944.slice/docker-fe379d8a4c8900b0fe41378c92788669a6f988fa27801762dfc42e472f7a9959.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod65e77b98_23e6_4a17_823e_deaed5ce1251.slice/docker-71ac85ca79bdc48ff9b6906fca13fbdba825dde9ab18aa907818dbbfb290b9ba.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod68c14dbc_28f4_4a33_817e_fb37a43cf5f7.slice/docker-d458e7ca128e7103d785b65fd061393349ddb7c96b915614722ff028a5be869c.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod6a11b0a8_f546_46d6_a01d_f2762fbd89c1.slice/docker-f42e07bc24fa18ccaf222053b741fe1b479719a4231736ed074e1ff09615f4c6.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod6bd8eba6_5a05_4ef9_8c2e_07937ceb44dc.slice/docker-57345c7acf1bb33e25c3ddb17ab477ba8139bbcc220e4a0259ef74f2b99997f9.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod6cd51d7b_50e7_49cb_8ff3_23190d801ce4.slice/docker-4d9571ca56d2b6880eebb3218a8ca8914c092d262e9dd74e8392bd81097f0f10.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod6e063f0a34e8f269aca56894e69caff6.slice/docker-8a3edd410940856e47c896d9a5d0c68c0cefbf5510394840604fbec432d4b860.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod6ea47f8e_c604_41e9_960a_f6386dc4b972.slice/docker-7e238416b9b008b19d0fa42bc97af116d3cff8e83be26357cb178df00b603c24.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod70464143_4a59_4178_b7c4_f6b38073219a.slice/docker-64499a3c2819212eaaea6124cd66eed2e707e68ed8fc15436b5dd50c75a1070a.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod71be6d4a_deed_4d5d_8b4c_9f0bef1d9a03.slice/docker-1d785d2e884b804840cf341a1c06d8f3b320c3a9bc41c8cac2408fc639bc2501.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7221b704_c9b2_4f15_a1bb_8a2823366c45.slice/docker-ef727244c47ac65bfbfe9cc5214dbdf7ad3fab0e71ab594cf2c1c89d024e76ab.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod792e5547_1169_4653_a782_beaaf129398d.slice/docker-79a59eb9427f72f2670874df0002e8c1140dee3a6780524cfbbfe2558ffae473.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7b43e575_d1a7_43d1_9b63_b3c94c8ff8c7.slice/docker-ee05c0ea23132c9c435f6c4628da0364e77187537a9bc718d4f70d0558908096.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7bc9e939_5fbb_4a54_a948_a582027d4173.slice/docker-7ce313b11e8ab2df79f02622eddfbf47428b8b3d2e65067c66c236268807b00d.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7c890c6d_6db8_46f5_a058_93dfe528d512.slice/docker-f799569db4366fa6e351a431c2945c56b2b40540e830ddefaedb383d73cbaa59.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7ccbd58f_f2a4_401d_92ca_5604f3c858e3.slice/docker-9ea83309847f16b1cf518dc87f57f92a98033572c740cdc2780a35e932e9ad4c.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7dee5da5_185b_44f9_aa54_b5856364fd40.slice/docker-c0a53df7ae801f5eed6bb4414da8df7d27a7388df0b890ba1af11ffcfa7f2141.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7f752df4_3e3e_4559_a6d8_725335b3530a.slice/docker-bcfb6255a0131299c301a68bf5c919b1a0228e7ff4818d24fe83bb1901607789.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod80ad2a63_75cb_4e98_bb1e_9fd00d75b1ea.slice/docker-aba6b2592033177d996f6fb25bf104723cd6b4e63e57166f78a501f9e0ac909a.scope
container_network_transmit_bytes_total,id=/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod81605590_959d_43fd_a1d9_165befd330a1.slice/docker-5eeaa9485e9cc6e5cf9b6247c3889a5bd3f5955004aaf093d15893bbeaf23f45.scope
